supplier_id,company_name,sector,city,company_size,founded_year,employee_count,vkn,supplier_annual_revenue_tl,annual_purchase_volume_tl,total_orders_last_year,late_orders_last_year,price_q1,price_q2,price_q3,price_q4,units_shipped_last_year,units_returned_last_year,contract_start_date,last_audit_date,payment_terms_days,iso_certified,overdue_debt_ratio,debt_to_revenue_ratio,payment_default_last_3y,has_export_documentation,requires_full_upfront_payment,site_visit_verified,period,vkn_valid,delivery_delay_rate,price_volatility,supplier_dependency_ratio,quality_return_rate,has_estimated_inputs,delivery_delay_rate_score,price_volatility_score,supplier_dependency_ratio_score,quality_return_rate_score,risk_score,risk_level,financial_risk_score,financial_risk_has_estimated_inputs,financial_risk_level
SUP001,Korutürk Tekstil San. Tic. Ltd. Şti.,Tekstil,Manisa,Medium,1976.0,,4863794023,225584135.67,5492821.36,134,7.0,322.41,313.4,317.95,281.45,46048,6596.0,2018-08-02,2024-09-29,90.0,True,0.05,0.4,False,True,False,False,2025-Q1,True,0.05223880597014925,0.06024013211292618,0.002346746357190989,0.14324183460736623,True,9.402985074626864,45.56804180281425,0.027890181307276815,10.006035512857398,16.2,Low,13.5,True,Low
SUP037,Zengin Grup A.Ş.,Mobilya,Ankara,Large,1994.0,1459.0,1640909745,5832194587.22,228987624.48,253,6.0,4865.89,4768.12,5333.16,5318.03,749975,87186.0,2021-02-28,,,True,0.01,0.1,False,True,False,True,2025-Q1,True,0.023715415019762844,0.058446424987189625,0.09783239584370135,0.11625187506250208,False,4.268774703557312,44.102618959281514,48.50540966280092,8.085612360782038,25.9,Low,0.9,False,Low
SUP062,Ülker Mobilya Tic.,Mobilya,Van,Micro,2002.0,3.0,9565431027,1138716.95,322888.44,26,13.0,16.44,15.69,16.2,15.32,3689,485.0,2018-10-31,2024-12-18,90.0,False,0.14,0.38,False,True,False,True,2025-Q1,True,0.5,0.03166130276451458,0.00013795046674321137,0.13147194361615613,False,89.99999999999999,22.219709866301052,7.678878691803884e-05,9.168569598195656,38.4,High,21.1,True,Low
SUP048,Şafak Metal Ltd. Şti.,Metal ve Çelik,Mersin,Small,1993.0,26.0,5510762262,71063762.93,9739942.9,37,3.0,138.35,146.02,,140.86,2316,168.0,2018-08-04,2025-04-25,45.0,False,0.19,0.73,False,False,False,True,2025-Q1,True,0.08108108108108109,0.027588980754671144,0.004161281429298701,0.07253886010362694,True,14.594594594594595,18.892704239897473,0.08773681678376781,4.975289581879819,10.6,Low,36.2,False,High
SUP033,Şensoy Soylu Elektrik San. ve Tic. A.Ş.,Elektronik,Aydın,Large,1950.0,1408.0,5997278753,2334272596.64,116604665.76,333,7.0,,804.65,750.14,726.53,658043,18450.0,2022-01-17,2025-02-22,60.0,True,0.13,0.28,False,True,False,True,2025-Q1,True,0.021021021021021023,0.05268737176190848,0.04981803642777722,0.02803768142811336,True,3.783783783783784,39.39758766829952,12.577592139430237,1.808886398464868,14.6,Low,17.2,False,Low
SUP012,Şama İçecek Tic.,Gıda ve İçecek,İzmir,Micro,2002.0,7.0,5005242782,7552958.5,729875.41,13,6.0,171.94,180.73,172.14,170.96,1045,216.0,2020-05-09,2026-04-26,90.0,,0.2,0.47,False,False,,True,2025-Q1,True,0.46153846153846156,0.02618269130836448,0.0003118310877710356,0.20669856459330144,False,83.07692307692308,17.743793891230297,0.0004731378155439359,14.521187646280062,35.7,Medium,29.3,False,Medium
SUP028,Şener Sezer Elektronik San. Tic. Ltd. Şti.,Elektronik,Kocaeli,Medium,1980.0,90.0,4281206799,917653939.86,47377957.7,139,38.0,494.32,517.18,471.3,503.65,78494,3710.0,2021-04-14,2026-08-29,90.0,True,0.16,0.4,False,True,False,False,2025-Q1,True,0.2733812949640288,0.03888166899519992,0.020241701369225623,0.04726475908986674,False,49.20863309352519,28.118604653137435,2.0764185031304576,3.1769553289501067,25.2,Low,23.5,False,Low
SUP063,Aksu San. ve Tic. A.Ş.,Otomotiv Yan Sanayi,Trabzon,Large,1978.0,,6518844229,4123911786.84,328788696.19,234,78.0,1297.9,1286.68,1193.29,1236.24,892609,59994.0,2024-10-11,2025-11-11,60.0,True,0.13,0.29,False,True,False,True,2025-Q1,True,0.3333333333333333,0.03852232023413007,0.14047128506459514,0.06721195954779752,False,60.0,27.825023903130266,100.0,4.596263331795478,53.6,High,17.5,False,Low
SUP009,Bilge Yılmaz Konfeksiyon Tic.,Tekstil,Şanlıurfa,Small,,28.0,7872343098,24967999.95,3416647.27,15,7.0,360.56,355.37,381.16,393.46,12846,1308.0,2021-06-04,2026-05-31,30.0,False,0.31,0.19,False,True,True,,2025-Q1,True,0.4666666666666667,0.04776061860586178,0.001459724249011265,0.10182157870154133,True,84.0,35.37252888600074,0.010778924894664173,7.058849976168864,39.3,High,30.9,False,Medium
SUP065,İhsanoğlu Lojistik Ltd. Şti.,Lojistik,Trabzon,Small,1999.0,32.0,9414384245,96963815.25,12137544.77,50,6.0,92.25,85.65,85.44,91.43,10130,577.0,2023-11-22,2025-02-21,30.0,False,0.16,0.2,False,False,True,False,2025-Q1,True,0.12,0.041162573539068124,0.005185629953609129,0.056959526159921024,False,21.599999999999998,29.982058042234915,0.13625905724774082,3.8667694468394695,15.7,Low,17.5,False,Low
SUP015,Türk Gül Kimya Tic.,Kimya,Sakarya,Micro,2008.0,1.0,7088356159,3021930.44,249372.01,10,3.0,185.14,,216.49,210.79,4856,931.0,2021-03-11,2026-05-29,60.0,False,0.17,0.4,False,True,True,True,2025-Q1,True,0.3,0.08180403663997556,0.00010654139606915867,0.19172158154859967,True,53.99999999999999,63.18532047461582,3.787132844461039e-05,13.455526731172892,36.7,High,24.4,True,Low
SUP041,Demir Mobilya San. Tic. Ltd. Şti.,Mobilya,Sakarya,Medium,1982.0,166.0,2390053293,433476962.86,31242259.12,92,7.0,84.47,91.67,88.53,84.11,46666,6931.0,2017-06-29,2026-07-10,45.0,True,0.19,0.4,False,True,False,,2025-Q1,True,0.07608695652173914,0.041218061858104345,0.013347905015479502,0.14852355033643339,True,13.695652173913045,30.027390888995793,0.9029043302999773,10.381846715979831,14.1,Low,26.3,True,Low
SUP044,Ertaş Plastik Ltd. Şti.,Plastik ve Kauçuk,İstanbul,Small,2011.0,31.0,8661565458,44281395.89,8970053.14,47,5.0,318.13,321.48,329.36,,9484,1209.5,2023-03-09,2025-12-16,45.0,,0.14,0.36,False,True,False,True,2025-Q1,True,0.10638297872340426,0.017849675498957322,0.0038323546590098077,0.12753057781526783,True,19.148936170212767,10.93588665408294,0.07441177534738669,8.888128639318255,10.8,Low,20.5,False,Low
SUP054,Öcalan Makine İmalat San. Tic. Ltd. Şti.,Makine İmalat,,Medium,1984.0,69.0,5188805923,703410436.07,57108759.48,127,44.0,155.09,152.81,161.65,173.19,78995,7476.0,2019-06-10,2025-11-02,90.0,True,0.05,0.5,True,True,False,True,2025-Q1,True,0.3464566929133858,0.05688228189703458,0.02439907735746686,0.09463890119627824,False,62.362204724409445,42.824745341019636,3.0169558381853108,6.547779177708815,34.3,Medium,56.5,False,High
SUP002,Bilgin Yaman Çelik Ltd. Şti.,Metal ve Çelik,Çorum,Micro,2020.0,6.0,4103413163,3910304.11,599006.65,8,4.0,79.56,79.53,78.44,80.27,859,1209.5,2021-05-15,2025-03-19,60.0,False,0.13,0.4,False,False,False,False,2025-Q1,True,0.5,0.009505401720014753,0.0002559188769650207,1.4080325960419091,True,89.99999999999999,4.118781881009974,0.0003122627431933377,100.0,47.5,High,20.8,True,Low
SUP050,İnönü Kimyasal Ürünler Ltd. Şti.,Kimya,Adana,Small,2001.0,22.0,3921277997,80120608.17,3749921.92,57,20.0,110.75,99.9,96.46,101.1,6062,202.0,2021-03-04,2025-10-03,90.0,False,0.13,0.62,False,True,False,True,2025-Q1,True,0.3508771929824561,0.05999577965530076,0.0016021121075582617,0.033322335862751566,False,63.1578947368421,45.36841073253537,0.012988353174402585,2.184906700019122,33.8,Medium,27.4,False,Medium
SUP081,Şensoy Şensoy Kimya San. Tic. Ltd. Şti.,Kimya,Sakarya,Medium,1976.0,111.0,4119079036,481715226.76,30395607.24,99,23.0,931.09,857.53,894.76,930.59,98276,12427.0,2017-08-12,,30.0,False,0.05,0.2,False,True,False,True,2025-Q1,True,0.23232323232323232,0.03878967597226217,0.012986182489844896,0.12644999796491513,False,41.81818181818181,28.043448193465544,0.8546297170321043,8.811241878564354,23.2,Low,7.5,False,Low
SUP035,Eraslan Yaman Kauçuk Tic.,Plastik ve Kauçuk,Van,Micro,2015.0,,1913431616,9707434.49,1471340.02,9,0.0,103.2,103.32,105.47,102.05,712,42.0,2024-07-01,2024-12-29,30.0,False,0.22,0.66,False,True,False,True,2025-Q1,True,0.0,0.013782059649428968,0.0006286135313390779,0.05898876404494382,False,0.0,7.612725866522947,0.001982937411590842,4.011156303329137,2.5,Low,36.8,False,High
SUP053,Arsoy Mobilya Tic.,Mobilya,Eskişehir,Small,1994.0,32.0,5629148653,40118441.25,4113422.66,13,0.0,269.78,266.69,270.17,284.28,13430,2113.0,2020-01-28,2025-01-06,45.0,False,0.2,0.86,False,True,False,True,2025-Q1,True,0.0,0.028804266766906724,0.001757413724254427,0.1573343261355175,False,0.0,19.885568603428684,0.01563245962684318,11.008761988089832,6.6,Low,41.0,False,High
SUP014,Akdeniz Ergül İnşaat Malzemeleri San. ve Tic. A.Ş.,İnşaat Malzemeleri,,Large,,2953.0,4654145862,5908947316.98,199076152.99,227,1.0,,876.43,868.45,899.11,359766,45070.0,2018-05-03,2025-06-15,60.0,False,0.13,0.17,False,True,False,True,2025-Q1,True,0.004405286343612335,0.018048278444868258,0.08505305492638093,0.12527587376239,True,0.7929515418502203,11.098141288384666,36.66102270080634,8.72769913378205,13.5,Low,13.9,False,Low
SUP055,Hayrioğlu Soylu Makine İmalat Ltd. Şti.,Makine İmalat,Gaziantep,Micro,2015.0,4.0,6977468862,915078.07,145762.62,29,9.0,135.35,144.2,,136.22,1456,74.0,2016-09-13,2025-12-19,45.0,False,0.28,1.07,False,,False,True,2025-Q1,True,0.3103448275862069,0.03519617314145486,6.227544554618727e-05,0.050824175824175824,True,55.86206896551724,25.107628258869376,0.0,3.430219373050994,26.3,Low,54.5,False,High
SUP051,Çamurcuoğlu Sakarya Plastik San. ve Tic. A.Ş.,Plastik ve Kauçuk,Gaziantep,Medium,2004.0,165.0,1054119980,973875757.79,52841958.34,121,34.0,427.64,394.42,421.89,410.05,91857,23255.0,2019-09-25,2025-10-09,90.0,False,0.14,0.73,False,True,False,True,2025-Q1,True,0.2809917355371901,0.03549559156787117,0.022576134396847195,0.2531652459801648,False,50.57851239669421,25.352247124206663,2.5829787507271154,17.82744272187991,27.4,Medium,31.6,True,Medium
SUP059,Durdu Kauçuk Ltd. Şti.,Plastik ve Kauçuk,Konya,Small,2006.0,21.0,8722170439,11461800.8,2332183.08,34,11.0,103.03,106.55,116.96,114.3,6616,1764.0,2020-10-15,2026-07-23,30.0,False,0.2,0.39,False,True,False,True,2025-Q1,True,0.3235294117647059,0.059091880544509715,0.0009963990795601734,0.2666263603385732,False,58.235294117647065,44.629943239042966,0.0050117776768037305,18.785244663881727,34.4,Medium,26.9,False,Low
SUP049,Yılmaz Demir Çelik San. ve Tic. A.Ş.,Metal ve Çelik,Tekirdağ,Medium,1976.0,133.0,3975161368,138072035.41,1742995.85,49,15.0,976.6,945.58,980.68,1047.13,62044,4383.0,2019-05-20,2025-08-28,90.0,False,0.29,0.15,False,True,False,True,2025-Q1,True,0.30612244897959184,0.04327410393896037,0.00074467543972457,0.07064341435110566,False,55.10204081632652,31.707136143569485,0.0027906867555650416,4.840422469515531,27.9,Medium,27.9,False,Medium
SUP022,Sakarya Kisakürek İplik Ltd. Şti.,Tekstil,Manisa,Micro,2009.0,2.0,1496631931,4998830.08,421485.53,24,10.0,56.54,53.35,51.7,48.42,1348,39.0,2020-08-26,2026-07-15,30.0,False,0.14,0.48,False,True,True,,2025-Q1,True,0.4166666666666667,0.06443165624729702,0.00018007496827390234,0.028931750741839762,False,75.0,48.99243318064499,0.0001446812562166245,1.8725023296701826,38.8,High,24.1,True,Low
SUP021,Arslan Çorlu Kauçuk Tic.,Plastik ve Kauçuk,Çorum,Small,2011.0,26.0,2708053107,,2922639.59,11,6.0,236.8,257.32,271.0,268.77,1875,133.0,2020-07-27,,30.0,False,0.29,0.4,True,True,False,True,2025-Q1,True,0.5454545454545454,0.06051649021106764,0.0012486650050484555,0.07093333333333333,False,98.18181818181817,45.793820841209644,0.007881978663559872,4.8610511453299825,46.5,High,75.4,True,High
SUP072,Erdoğan Akçay Yapi Ltd. Şti.,İnşaat Malzemeleri,Eskişehir,Small,2015.0,43.0,7527858547,46933966.84,9409974.35,19,7.0,280.99,278.94,304.27,315.78,7265,19.0,2017-09-10,2025-03-06,90.0,False,0.09,0.54,False,True,False,False,2025-Q1,True,0.3684210526315789,0.06101625386052084,0.004020306064918729,0.0026152787336545078,False,66.3157894736842,46.20211774641108,0.08189153059532778,0.0,34.8,Medium,21.4,False,Low
SUP032,Çamurcuoğlu Ambalaj Ltd. Şti.,Ambalaj,İstanbul,Small,2011.0,15.0,4171274842,59429767.52,14030355.36,56,21.0,92.05,92.85,100.97,116.75,1228,53.0,2017-10-26,2025-02-20,90.0,False,0.11,0.37,False,True,True,True,2025-Q2,True,0.375,0.1138712305892737,0.0058743235528908285,0.04315960912052117,False,54.54545454545454,81.07805562416668,0.15205142375065928,5.813677069130595,40.3,High,16.9,True,Low
SUP029,Hayrioğlu Makine Tic.,Makine İmalat,İstanbul,Small,,27.0,3102499479,16406178.41,1376353.72,30,10.0,368.31,,336.83,353.15,12003,722.0,2020-06-05,2026-02-23,,False,0.13,0.17,False,True,False,True,2025-Q2,True,0.3333333333333333,0.04462924618114348,0.0005762610330993718,0.0601516287594768,True,48.48484848484848,25.347420407994402,0.0014486634611380817,8.299711855519858,24.6,Low,12.6,False,Low
SUP042,Aksu Çetin Elektronik San. ve Tic. A.Ş.,Elektronik,Denizli,Medium,1976.0,83.0,1539502409,309698811.14,33889675.7,114,15.0,930.58,1019.67,893.76,750.36,36550,7428.0,2019-04-17,2026-01-10,45.0,False,0.07,0.4,False,True,,True,2025-Q2,True,0.13157894736842105,0.12471748723474795,0.01418915737030498,0.20322845417236662,False,19.138755980861244,89.8078570262613,0.8872025645652717,29.23271291486005,33.8,Medium,14.4,False,Low
SUP040,Çorlu İnönü Lojistik San. ve Tic. A.Ş.,Lojistik,Denizli,Medium,1981.0,110.0,9267586926,156895337.04,8942774.64,74,37.0,268.53,263.08,253.02,232.58,81484,3702.0,2025-05-12,2025-09-28,90.0,False,0.1,0.73,False,True,False,True,2025-Q2,True,0.5,0.06229883256012456,0.003744221037032009,0.045432232094644344,True,72.72727272727273,39.569099369465874,0.06176412779058802,6.146175494277476,36.3,Medium,26.6,False,Medium
SUP071,Şener Ambalaj Tic.,Ambalaj,Mersin,Small,1999.0,13.0,8299623090,83417394.99,8448984.35,55,0.0,119.94,136.75,151.31,160.68,9640,249.0,2017-11-25,2026-03-13,30.0,False,0.23,0.64,False,True,False,True,2025-Q2,False,0.0,0.1251487989491123,0.0035374775970899576,0.025829875518672198,False,0.0,90.15500588433014,0.05513003995231882,3.2782326965096003,23.0,Low,34.8,False,Medium
SUP025,Ülker Aslan Ambalaj San. ve Tic. A.Ş.,Ambalaj,Adana,Medium,2005.0,191.0,9568557440,,55109557.16,102,30.0,326.28,289.55,304.41,284.92,106863,1897.0,2022-09-26,2025-02-19,60.0,,0.16,0.15,False,False,False,True,2025-Q2,True,0.29411764705882354,0.06179871827061476,0.02307364006882655,0.01775170077575962,False,42.780748663101605,39.16657354249386,2.3460987209345974,2.0963470909062076,25.7,Low,14.6,False,Low
SUP034,Çamurcuoğlu Şensoy Karton Tic.,Ambalaj,,Small,,41.0,1289517184,72774858.49,10265343.78,27,5.0,87.24,90.1,,85.14,13649,872.0,2023-06-04,,90.0,True,0.14,0.87,True,True,True,True,2025-Q2,True,0.18518518518518517,0.028455715350780314,0.004297963180411944,0.06388746428309766,True,26.936026936026934,12.329868202216637,0.08138861750636928,8.846287087027832,13.9,Low,74.1,False,High
SUP081,Şensoy Şensoy Kimya San. Tic. Ltd. Şti.,Kimya,Sakarya,Medium,1976.0,111.0,4119079036,481715226.76,30541278.45,105,24.0,,915.12,,,93231,12979.0,2017-08-12,,30.0,False,0.05,0.18,False,True,False,True,2025-Q2,True,0.22857142857142856,0.06204877541536966,0.01278722788773556,0.13921335178213257,True,33.246753246753244,39.36783645597986,0.720544358469189,19.866917984189065,24.6,Low,6.3,False,Low
SUP035,Eraslan Yaman Kauçuk Tic.,Plastik ve Kauçuk,Van,Micro,2015.0,9.0,1913431616,9707434.49,1398441.46,8,0.0,98.44,100.46,109.88,100.08,748,49.0,2024-07-01,2024-12-29,30.0,False,0.17,0.47,False,,False,,2025-Q2,True,0.0,0.050722769845815835,0.0005855088766487977,0.06550802139037433,False,0.0,30.251900651300286,0.0014960088160319185,9.083384349603016,8.9,Low,24.8,False,Low
SUP060,Gül Metal San. ve Tic. A.Ş.,Metal ve Çelik,Balıkesir,Medium,1998.0,161.0,7765277583,833865472.59,65371304.22,71,12.0,517.7,498.63,473.67,498.68,75157,13696.0,2018-01-12,2024-11-15,60.0,False,0.19,0.44,False,True,False,True,2025-Q2,True,0.16901408450704225,0.036319139029330996,0.027370097350316692,0.18223186130367097,False,24.583866837387962,18.658883760125217,3.3011672460786587,26.160784952420475,18.0,Low,25.6,False,Medium
SUP006,Yıldırım Otomotiv Ltd. Şti.,Otomotiv Yan Sanayi,Kocaeli,Small,1995.0,,9963834653,82609732.43,7373568.63,32,22.0,376.33,364.66,373.97,387.48,14189,3122.0,2025-04-16,2025-12-21,90.0,False,0.14,0.65,False,True,False,True,2025-Q2,True,0.6875,0.024975274866219324,0.003087215309995253,0.22002960039467193,False,100.0,9.528574150714968,0.0419854179264991,31.690821771096672,42.1,High,27.6,False,Medium
SUP024,Arsoy Mobilya San. ve Tic. A.Ş.,Mobilya,Konya,Medium,1986.0,174.0,4545494802,847657917.0,18896937.02,69,25.0,1047.22,994.44,982.98,1097.18,51197,9136.0,2022-11-24,2025-01-14,45.0,True,0.11,0.46,False,True,False,,2025-Q2,True,0.36231884057971014,0.05099608701470994,0.007911896695828282,0.17844795593491805,False,52.70092226613966,30.471884806407278,0.275838469552457,25.607176813129094,30.0,Medium,19.5,False,Low
SUP055,Hayrioglu Soylu Makine İmalat Ltd. Şti.,Makine İmalat,Gaziantep,Micro,2015.0,4.0,6977468862,915078.07,137995.29,28,9.0,136.29,143.17,152.98,,1514,1040.0,2016-09-13,2025-12-19,45.0,False,0.33,0.78,False,True,False,True,2025-Q2,True,0.32142857142857145,0.05818903175354742,5.777679619905224e-05,0.6869220607661823,True,46.753246753246756,36.26125353690785,0.0,100.0,40.4,High,47.3,False,High
SUP020,Ülker Mobilya Ltd. Şti.,Mobilya,İzmir,Small,2012.0,41.0,1656272985,78903511.85,8942774.64,58,14.0,302.32,,311.44,306.49,864,113.0,2017-11-16,2024-10-15,30.0,False,0.3,0.64,True,True,False,False,2025-Q2,True,0.2413793103448276,0.01488363757445698,0.003744221037032009,0.13078703703703703,True,35.10971786833856,1.4061414756761141,0.06176412779058802,18.634097400028075,15.5,Low,80.6,False,High
SUP026,Şener Aksu Demir Çelik San. ve Tic. A.Ş.,Metal ve Çelik,Çorum,Medium,1987.0,125.0,4524082408,785970648.54,27105340.67,57,9.0,563.66,650.95,574.88,582.54,114843,13862.0,2017-11-27,2025-12-27,,False,0.3,0.2,False,True,False,True,2025-Q2,True,0.15789473684210525,0.06643886854089152,0.01134864634725194,0.12070391752218246,False,22.966507177033492,42.901280516470386,0.5675363029969039,17.158876302014473,21.5,Low,27.7,False,Medium
SUP074,Yüksel Kimya San. Tic. Ltd. Şti.,Kimya,Denizli,Medium,2005.0,75.0,3082677344,198303923.41,21783694.62,118,16.0,321.11,338.7,337.86,331.87,102999,9493.0,2017-11-24,2025-10-14,60.0,True,0.17,0.46,False,False,,True,2025-Q2,True,0.13559322033898305,0.024395050879287904,0.009120543784662004,0.09216594335867338,False,19.72265023112481,9.061570617587584,0.3665564072450229,12.983598847596337,11.2,Low,24.5,False,Low
SUP030,Alemdar Türk Yapı Ltd. Şti.,İnşaat Malzemeleri,Antalya,Small,2002.0,46.0,1278742962,49398297.72,8759979.63,29,9.0,210.36,227.05,256.93,244.91,9223,1705.0,2017-08-23,,,False,0.12,1.03,False,True,False,False,2025-Q2,True,0.3103448275862069,0.08690720527771334,0.003667687192732151,0.18486392713867505,False,45.141065830721004,59.37558317998063,0.05926435612881679,26.54587203240981,34.6,Medium,37.1,False,Medium
SUP053,Arsoy Mobilya Tic.,Mobilya,Eskişehir,Small,1994.0,32.0,5629148653,40118441.25,4508512.49,13,0.0,284.12,266.62,279.53,284.68,12821,2467.0,2020-01-28,,45.0,False,0.17,0.89,False,True,False,True,2025-Q2,True,0.0,0.03014061202701413,0.0018876543344023666,0.19241868808985257,False,0.0,13.685987077820416,0.01568753348340362,27.651179048676706,7.6,Low,37.2,False,High
SUP061,Erdoğan İnönü Oto Yedek Parça San. Tic. Ltd. Şti.,Otomotiv Yan Sanayi,Kayseri,Medium,2003.0,60.0,6964016585,262410837.34,8942774.64,90,23.0,1170.4,1274.81,1177.49,1356.26,91779,5980.0,2024-12-16,2026-06-05,45.0,,0.1,0.37,False,,,,2025-Q2,True,0.25555555555555554,0.07093736194095253,0.003744221037032009,0.06515651728608941,True,37.17171717171717,46.52197245423237,0.06176412779058802,9.031957182651801,26.0,Low,16.0,True,Low
SUP017,Durmuş Makine San. Tic. Ltd. Şti.,Makine İmalat,Kocaeli,Medium,,171.0,2769367632,563906808.92,57517284.05,60,8.0,129.95,151.53,132.53,143.88,91320,1040.0,2023-02-18,2024-11-10,45.0,False,0.08,0.47,False,True,False,True,2025-Q2,True,0.13333333333333333,0.07213780779259904,0.02408172335794829,0.011388523872098117,True,19.393939393939394,47.48817251950698,2.555579553024469,1.1653759956171785,19.5,Low,17.3,False,Low
SUP010,Şafak Mobilya Tic.,Mobilya,Kayseri,Micro,,1.0,2699854355,5545698.29,399618.77,20,5.0,194.38,,170.04,181.74,4261,554.0,2019-05-30,2026-03-06,45.0,False,0.25,0.37,False,True,True,False,2025-Q2,True,0.25,0.06686515758753696,0.00016731507453338393,0.1300164280685285,True,36.36363636363637,43.24438679163451,0.00010865319454748255,18.521352667905493,26.3,Low,28.5,True,Medium
SUP063,Aksu San. ve Tic. A.Ş.,Otomotiv Yan Sanayi,Trabzon,Large,1978.0,609.0,6518844229,4123911786.84,359792785.12,238,87.0,1212.79,1244.5,1240.54,1172.08,826942,61176.0,2024-10-11,2025-11-11,60.0,True,0.13,0.37,False,True,False,True,2025-Q2,True,0.36554621848739494,0.02742688557979387,0.1506404633068827,0.07397858616444684,False,53.17035905271199,11.501796373303959,100.0,10.322678979443856,48.0,High,18.5,False,Low
SUP059,Durdu Kaucuk Ltd. Şti.,Plastik ve Kauçuk,Konya,Small,2006.0,21.0,8722170439,,2388020.38,33,9.0,103.54,107.67,,108.26,6059,2091.0,2020-10-15,2026-07-23,30.0,False,0.17,0.49,False,True,False,True,2025-Q2,True,0.2727272727272727,0.024150158481444226,0.000999832434965304,0.3451064532101007,True,39.6694214876033,8.86446464195588,0.004390546334203278,49.990318457080804,23.6,Low,25.4,False,Low
SUP068,Yüksel Bilgin Mobilya Tic.,Mobilya,İzmir,Small,1986.0,15.0,7873395006,91207974.44,19679737.07,36,11.0,372.34,420.98,379.79,370.48,4885,534.0,2024-05-16,2024-12-12,60.0,False,0.22,0.52,True,True,False,,2025-Q2,True,0.3055555555555556,0.061497558858168384,0.00823964468602025,0.10931422722620267,False,44.44444444444445,38.92418006546643,0.2991661087783887,15.49249603153202,27.7,Medium,70.4,False,High
SUP056,İhsanoğlu Gıda San. ve Tic. A.Ş.,Gıda ve İçecek,Ankara,Medium,1984.0,161.0,2375060682,886705250.55,83522484.4,74,1.0,867.88,768.85,700.43,679.88,17143,2742.0,2017-01-09,2024-12-05,60.0,True,0.09,0.16,False,True,False,True,2025-Q2,True,0.013513513513513514,0.11237413846491907,0.034969755556275295,0.1599486670944409,False,1.9656019656019657,79.87309456216663,5.388908206880769,22.900619466911504,25.4,Low,9.0,False,Low
SUP079,Ülker Şafak Plastik Tic.,Plastik ve Kauçuk,Gaziantep,Small,1986.0,35.0,5039106517,18184748.0,2498430.51,21,1.0,233.58,219.39,234.34,235.05,11357,1420.0,2018-04-19,2024-11-24,30.0,False,0.18,0.31,False,True,,True,2025-Q2,True,0.047619047619047616,0.03248516545009257,0.0010460596908326663,0.12503301928326144,False,6.926406926406926,15.573042347586346,0.0048073174598993644,17.792249956267312,9.0,Low,20.9,False,Low
SUP064,Bilge Elektronik Ltd. Şti.,Elektronik,Trabzon,Micro,2023.0,8.0,9669125171,5193208.41,858781.49,32,7.0,56.49,49.95,56.41,46.02,1352,289.0,2021-03-15,2025-10-24,90.0,False,0.15,0.88,False,True,True,False,2025-Q2,True,0.21875,0.09851082895044058,0.0003595604105563923,0.21375739644970415,False,31.818181818181817,68.71496482275417,0.0005550083781201201,30.773160567435525,32.9,Medium,35.2,False,Medium
SUP027,Ertaş Kısakürek İçecek San. Tic. Ltd. Şti.,Gıda ve İçecek,Tekirdağ,Medium,2006.0,68.0,1229413184,885447761.5,78894992.3,132,4.0,699.95,679.94,659.44,669.4,97811,14405.0,2020-11-09,2025-01-14,90.0,False,0.15,0.26,False,True,False,False,2025-Q2,True,0.030303030303030304,0.02559615375130792,0.03303228603847925,0.14727382400752473,False,4.40771349862259,10.028299497324667,4.808312783056786,21.046213604887924,8.4,Low,17.0,True,Low
SUP048,Şafak Metal Ltd. Şti.,Metal ve Çelik,Mersin,Small,,26.0,5510762262,71063762.93,10129021.84,34,2.0,,151.84,148.16,136.1,2142,184.0,2018-08-04,,45.0,False,0.24,0.73,False,False,False,,2025-Q2,True,0.058823529411764705,0.0566388684370984,0.004240886993646153,0.08590102707749767,True,8.55614973262032,35.013577187753874,0.0792409298446045,12.06700387302882,13.6,Low,38.3,False,High
SUP009,Bilge Yilmaz Konfeksiyon Tic.,Tekstil,Şanlıurfa,Small,,28.0,7872343098,24967999.95,3675439.08,16,2.0,376.63,357.1,,382.39,11611,1589.0,2021-06-04,2026-05-31,30.0,False,0.37,0.17,False,True,True,True,2025-Q2,True,0.125,0.03562809986054977,0.0015388575556976767,0.13685298423908362,True,18.181818181818183,18.102688668886447,0.010420798241310453,19.521582000276297,13.8,Low,32.6,False,Medium
SUP083,Bilge Sakarya Plastik Tic.,Plastik ve Kauçuk,Adana,Small,2014.0,13.0,9668826348,38686101.16,5046573.98,52,15.0,346.48,317.08,343.08,315.5,6926,1490.0,2022-06-19,2026-05-24,45.0,,0.13,0.32,False,,False,,2025-Q2,True,0.28846153846153844,0.04997887959003821,0.0021129335381366997,0.21513138896910194,False,41.95804195804195,29.653167428386755,0.01965909866813523,30.974183946176836,26.7,Low,17.1,False,Low
SUP008,Dumanlı Metal San. Tic. Ltd. Şti.,Metal ve Çelik,Konya,Medium,2003.0,85.0,7247317816,756168264.51,73779017.19,97,27.0,589.68,603.79,625.84,627.18,60860,5331.0,2023-10-30,2025-02-28,30.0,False,0.22,0.81,False,True,False,,2025-Q2,True,0.27835051546391754,0.029656048265001705,0.03089029516842931,0.0875944791324351,False,40.48734770384255,13.295977367808124,4.204935858063616,12.314766105365528,20.4,Low,39.0,False,High
