supplier_id,company_name,sector,city,company_size,founded_year,employee_count,vkn,supplier_annual_revenue_tl,annual_purchase_volume_tl,total_orders_last_year,late_orders_last_year,price_q1,price_q2,price_q3,price_q4,units_shipped_last_year,units_returned_last_year,contract_start_date,last_audit_date,payment_terms_days,iso_certified,overdue_debt_ratio,debt_to_revenue_ratio,payment_default_last_3y,has_export_documentation,requires_full_upfront_payment,site_visit_verified,exports_to_eu,has_emissions_reporting_capability,period
SUP025,Ülker Kimya Ltd. Şti.,Kimya,Kocaeli,Small,1992,14.0,7719022941,72767565.36,"4.204.618,24",12,3.0,"225,00",219.42,"208,51",201.69,1393,155.0,26/09/2022,2025-02-19,30.0,Hayır,0.19,0.53,,Yes,hayır,evet,Hayır,hayır,2025-Q1
SUP021,Akdeniz Bilgin Otomotiv Tic.,Otomotiv Yan Sanayi,Manisa,KÜÇÜK,2010,22.0,2931491901,"33.061.932,69","4.162.165,11",43,6.0,234.37,237.66,"187,70","157,48",3773,813.0,2021-08-13,10-11-24,60.0,Hayır,"0,23",,0,Yes,0,EVET,0,false,2025-Q4
SUP059,Durdu Akça Ambalaj Tic.,Ambalaj,MANISA,Small,1996,33.0,9313237056,,1042081.74,22,3.0,"74,35",84.40,,"81,81",2336,504.0,15-10-20,23.07.2026,60.0,hayır,0.31,"0,37",0,false,HAYIR,1,HAYIR,false,2025-Q2
SUP053,Şener Otomotiv Ltd. Şti.,OTOMOTIV YAN SANAYI,  Çorum  ,Small,1994.0,45.0,9614341038,"23.144.437,61","816.355,96",54,8.0,"165,17","150,96","144,98","143,25",12044,675.0,08.10.2021,25.06.2026,90.0,HAYIR,0.12,"0,44",HAYIR,EVET,hayır,1,No,HAYIR,2025-Q3
SUP081,GÜL YORULMAZ KONFEKSIYON LTD. ŞTI.,tekstil,samsun,Small,,21.0,2182339848,"65.486.742,50",10009228.29,47,2.0,244.09,"238,03","232,93","235,93",10915,808.0,20/08/2024,12-07-26,60.0,No,"0,18","0,36",false,No,hayır,hayır,No,false,2025-Q3
SUP014,Ergül Kimyasal Ürünler Ltd. Şti.,Kimya,MERSIN,KÜÇÜK,2007.0,30.0,7981693409,"67.733.356,47",8413123.65,15,5.0,"107,10",122.39,"114,07",115.68,12990,1221.0,26/02/2023,,90.0,1,"0,27",0.44,HAYIR,true,false,No,,No,2025-Q4
SUP042,Demir Manço Oto Yedek Parça Ltd. Şti.,Otomotiv Yan Sanayi,Manisa,Küçük,2004.0,32.0,2983273157,77013007.23,8175082.25,16,3.0,193.54,177.95,"195,37","234,58",2408,198.0,2017-06-29,10-07-26,,evet,0.10,0.20,false,No,hayır,EVET,,No,2025-Q3
SUP078,Sakarya Ambalaj Tic.,Ambalaj,DENIZLI,Micro,2009,1.0,4317393637,"8.379.359,71",596354.72,17,8.0,"104,96","103,06",100.82,"105,54",863,51.0,14-08-23,2025-02-04,60.0,Hayır,"0,15",0.46,HAYIR,EVET,Evet,No,No,No,2025-Q3
SUP068,demir yüksel kimyasal ürünler san. ve tic. a.ş.,kimya,  Balıkesir  ,Büyük,1959,1439.0,1415747331,5934917818.18,165360549.81,250,32.0,1068.68,1098.49,1016.24,1180.17,772473,66956.0,01-07-25,2025-08-26,60.0,false,"0,11","0,06",false,evet,No,,Yes,false,2025-Q2
SUP040,Yaman Zorlu Metal Ltd. Sti.,METAL VE ÇELIK,Eskişehir,Small,2018,29.0,8007661779,"21.408.268,93","2.459.320,81",10,3.0,"111,09","132,54","122,38",127.43,3114,788.0,07-11-22,27/02/2025,30.0,false,"0,18","0,70",Hayır,,hayır,evet,false,No,2025-Q3
SUP020,Ülker Bilgin Kauçuk Tic.,Plastik ve Kauçuk,Kocaeli,Small,1986,,1531003305,22212953.85,"2.922.639,59",11,5.0,,"260,01",235.06,"215,76",1875,183.0,16-11-17,15.10.2024,45.0,Hayır,,"0,47",EVET,evet,HAYIR,,HAYIR,Hayır,2025-Q1
SUP025,ülker kimya ltd. şti.,kimya,Kocaeli,Küçük,1992.0,,7719022941,72767565.36,"4.005.178,47",10,2.0,217.38,212.23,"210,62",199.26,1509,153.0,26.09.2022,2025-02-19,30.0,Hayır,0.16,0.36,HAYIR,Yes,hayır,EVET,Hayır,No,2025-Q3
SUP080,Seven Ambalaj San. ve Tic. A.Ş.,Ambalaj,KONYA,Orta,,184.0,1100623127,403807855.63,47193220.98,110,13.0,"1.108,30","1.046,96","1.148,44","1.126,23",95800,6056.0,20/09/2022,05.08.2025,30.0,true,"0,14","0,48",HAYIR,1,,true,Hayır,No,2025-Q1
SUP067,AKÇAY İNŞAAT MALZEMELERI TIC.,İnşaat Malzemeleri,  Tekirdağ  ,küçük,2014,44.0,6854973341,"79.747.507,16",21481009.21,57,5.0,,185.79,180.36,"209,79",3951,466.0,17.01.2023,,,hayır,0.16,0.57,false,Yes,1,HAYIR,EVET,Hayır,2025-Q4
SUP019,Akar Insaat Malzemeleri Ltd. Sti.,i̇nşaat malzemeleri,İzmir,KÜÇÜK,2012,41.0,1656272985,72597068.78,"15.861.083,60",34,11.0,,227.63,252.64,270.52,13112,2592.0,2022-11-05,02-12-25,30.0,false,0.13,"0,21",hayır,Yes,EVET,1,0,false,2025-Q1
SUP056,  Hayrioğlu Soylu Nakliyat Grup A.Ş.  ,LOJISTIK,Denizli,Büyük,1961,2282.0,8584161691,5528303491.61,"155.768.057,44",320,82.0,"295,60","311,12",297.56,312.11,368461,298.0,13/09/2016,19-12-25,45.0,Yes,"0,21",0.37,No,EVET,No,Yes,Hayır,true,2025-Q2
SUP068,  Demir Yüksel Kimyasal Ürünler San. ve Tic. A.Ş.  ,Kimya,BALIKESIR,Large,1959,,1415747331,"5.934.917.818,18",194708467.52,267,29.0,1080.15,"1.202,13","895,63",1159.65,807875,47362.0,2025-07-01,26/08/2025,60.0,,,"0,07",Yes,EVET,false,true,EVET,No,2025-Q4
SUP032,Aslan Erdoğan İplik San. ve Tic. A.Ş.,Tekstil,İstanbul,orta,,184.0,8026217457,922087151.04,"58.434.839,42",80,4.0,599.44,"573,81","577,47","568,64",107609,11612.0,22.01.2022,18/07/2025,90.0,HAYIR,"0,32",0.15,HAYIR,true,Hayır,evet,Hayır,evet,2025-Q1
SUP073,ŞAMA ELEKTRONIK SAN. TIC. LTD. ŞTI.,Elektronik,Gaziantep,Medium,2003.0,79.0,4971870724,"636.233.018,98","77.361.821,89",128,0.0,"809,62",708.88,"665,12","669,41",44010,8155.0,2017-03-24,09-07-26,90.0,0,0.11,0.45,Hayır,EVET,hayır,Evet,true,,2025-Q3
SUP065,duran demir çelik ltd. şti.,METAL VE ÇELIK,  Tekirdağ  ,KÜÇÜK,2005,20.0,7949588879,55821026.46,6955654.47,52,13.0,79.83,83.84,"69,76","77,10",2650,396.0,18/04/2020,,60.0,,"0,11","0,39",EVET,hayır,false,1,hayır,0,2025-Q3
SUP079,  Şafak Nakliyat Tic.  ,Lojistik,i̇stanbul,küçük,1994,11.0,5899642355,"42.368.015,62","10.086.862,83",46,13.0,143.33,"127,28",146.86,"143,63",6809,868.0,05/05/2018,03-02-26,45.0,0,"0,09",0.69,No,1,,evet,false,false,2025-Q2
SUP077,çetin güçlü ambalaj tic.,Ambalaj,ADANA,Small,2014,13.0,9668826348,70420827.23,15736583.60,12,5.0,"338,51",,"395,52",392.32,5418,430.0,25-09-24,17/03/2025,45.0,Hayır,,0.99,Hayır,EVET,Yes,EVET,0,HAYIR,2025-Q3
SUP064,  Tevetoğlu Şafak Mobilya Tic.  ,  Mobilya  ,Ankara,Küçük,2009.0,42.0,8849912193,"58.302.167,44","12.996.073,59",49,11.0,191.32,"190,80","195,50","184,65",11983,1599.0,01-09-25,19.07.2026,60.0,Hayır,0.25,0.97,hayır,1,false,EVET,false,0,2025-Q2
SUP008,Dumanlı Zengin Otomotiv Ltd. Şti.,OTOMOTIV YAN SANAYI,Van,Small,2000.0,20.0,7773602601,"50.375.219,30","5.893.246,35",28,6.0,99.59,"84,46","101,21",,3419,359.0,30/10/2023,28/02/2025,90.0,HAYIR,"0,14",,hayır,Evet,hayır,1,0,HAYIR,2025-Q3
SUP060,Gül İçecek San. ve Tic. A.Ş.,Gida ve Icecek,Çorum,Large,,2508.0,3268018242,"7.997.165.307,54",,144,11.0,"1.547,18","1.542,01",1593.66,1600.93,148941,22964.0,2018-01-12,,45.0,1,"0,16","0,47",false,EVET,,true,HAYIR,evet,2025-Q1
SUP027,Şener Aksu Makine Ltd. Şti.,makine i̇malat,AYDIN,Small,1994,14.0,1249947179,16406178.41,1422937.58,29,5.0,"353,83","399,78","402,33","393,25",12544,2085.0,2017-11-27,2025-12-27,60.0,false,,"0,97",Hayır,true,hayır,EVET,hayır,HAYIR,2025-Q2
SUP048,ŞENSOY ŞAMA KIMYA TIC.,  Kimya  ,ankara,küçük,,13.0,8151820371,86976403.43,"13.366.905,96",15,2.0,,341.30,361.18,379.76,12166,768.0,25.03.2021,,90.0,false,0.12,0.50,0,EVET,false,,0,HAYIR,2025-Q2
SUP016,  Ertaş Duran Mobilya San. Tic. Ltd. Şti.  ,Mobilya,  Van  ,ORTA,1990,222.0,5332003793,"497.943.819,37",19877019.05,123,36.0,,530.69,"587,07","576,18",52237,8956.0,06.06.2017,30.03.2026,30.0,hayır,"0,16",0.26,false,1,HAYIR,,evet,HAYIR,2025-Q1
SUP007,Akar Demirel Makine İmalat Ltd. Şti.,Makine İmalat,Balıkesir,MİKRO,2013.0,4.0,2165667019,"9.101.490,12","2.802.263,44",25,16.0,,"51,51","53,16",,582,36.0,21.02.2017,19/11/2025,30.0,HAYIR,"0,25","0,35",EVET,,No,Hayır,HAYIR,Hayır,2025-Q1
SUP043,Tarhan Safak Elektrik Tic.,elektronik,Kayseri,Küçük,1985,21.0,3961201837,"79.068.927,87","11.448.934,14",37,10.0,234.21,"225,67","230,51",222.92,16120,1014.0,01.06.2019,2026-05-18,90.0,0,"0,19",0.57,No,evet,Evet,,false,HAYIR,2025-Q4
SUP050,YILMAZ MAKINE SAN. TIC. LTD. ŞTI.,Makine İmalat,Şanlıurfa,orta,1981,179.0,9805929621,703410436.07,59249844.96,118,23.0,178.56,"168,06","138,89","161,44",73402,942.0,20-05-19,28/08/2025,45.0,1,"0,08","0,77",true,evet,0,evet,hayır,EVET,2025-Q3
SUP009,bilge ambalaj san. ve tic. a.ş.,ambalaj,Adana,Orta,,178.0,9208121918,"757.454.785,67",97396923.78,76,6.0,"811,75","810,73",,772.60,66096,9077.0,04.06.2021,31.05.2026,45.0,Hayır,"0,13",0.24,Hayır,Evet,false,evet,Evet,HAYIR,2025-Q2
SUP031,Alemdar Türk Mobilya Tic.,Mobilya,  İstanbul  ,Küçük,2015,32.0,6886753392,"87.762.424,10",,42,8.0,"355,70",323.63,318.56,"297,05",12727,727.0,2017-08-23,06/03/2025,90.0,No,0.16,"0,61",0,EVET,No,evet,Hayır,false,2025-Q1
SUP023,  Karadeniz Demir Çelik Tic.  ,Metal ve Çelik,  Van  ,Küçük,2000,40.0,8701436349,"81.804.912,11",8579252.98,21,8.0,"105,75",101.81,"97,31",100.70,8488,872.0,28/05/2024,16/01/2026,60.0,,"0,18","0,70",Hayır,true,Hayır,No,Hayır,1,2025-Q1
SUP035,ÇAMURCUOĞLU ŞENSOY YAPI TIC.,  İnşaat Malzemeleri  ,ankara,Micro,2007,6.0,4394210472,5933265.58,"1.424.746,95",20,1.0,"56,79",51.19,49.26,"61,80",1153,186.0,04.06.2023,,30.0,Hayır,0.26,"0,95",Hayır,Evet,0,0,No,0,2025-Q4
SUP045,Eraslan Mobilya Tic.,Mobilya,Kahramanmaraş,Small,1987,37.0,1715969661,95079167.85,"23.277.811,31",14,2.0,"85,84",87.85,91.08,"117,47",579,,27.08.2024,25.10.2025,60.0,evet,"0,06",0.34,false,Evet,HAYIR,Evet,false,HAYIR,2025-Q4
SUP057,Ihsanoglu Arsoy Oto Yedek Parca Tic.,otomotiv yan sanayi,  Şanlıurfa  ,Small,,14.0,7582029704,"50.132.418,68","9.419.171,62",30,10.0,136.72,123.65,126.92,"126,77",11328,2454.0,2017-01-09,2024-12-05,45.0,Yes,0.23,0.31,0,1,false,evet,No,HAYIR,2025-Q1
SUP016,Ertas Duran Mobilya San. Tic. Ltd. Sti.,Mobilya,Van,Medium,1990,222.0,5332003793,"497.943.819,37","19.796.098,69",123,37.0,"550,26",504.20,561.12,"626,60",56390,9738.0,06-06-17,30-03-26,30.0,No,0.10,0.40,No,evet,false,evet,Hayır,,2025-Q3
SUP011,Safak Otomotiv Ltd. Sti.,OTOMOTIV YAN SANAYI,  Konya  ,küçük,1994,27.0,5935348749,,"7.391.166,53",25,5.0,121.71,"126,72","114,46",111.22,6554,938.0,2019-05-30,06-03-26,30.0,EVET,"0,17","0,24",0,Evet,Hayır,true,hayır,HAYIR,2025-Q1
SUP060,Gül İçecek San. ve Tic. A.Ş.,gıda ve i̇çecek,Corum,büyük,1999,2508.0,3268018242,"7.997.165.307,54","531.678.948,15",133,10.0,"1.547,55","1.724,31","1.623,89","1.587,37",128894,15033.0,12.01.2018,15-11-24,45.0,true,,0.48,,0,No,HAYIR,hayır,Yes,2025-Q3
SUP070,Bilgin Tekstil San. Tic. Ltd. Şti.,Tekstil,Manisa,Medium,1981,135.0,5788768743,"258.209.836,78",31852815.23,62,9.0,975.73,980.53,1117.01,"1.024,12",71342,7579.0,09/08/2020,11-12-25,,hayır,0.10,0.66,HAYIR,evet,No,true,evet,Yes,2025-Q3
SUP082,Gülen Gül Çelik Tic.,Metal ve Çelik,İZMIR,KÜÇÜK,1985,20.0,2765918039,99120972.85,"7.898.811,12",35,12.0,"241,93",238.16,"248,72","257,90",8020,691.0,2018-05-14,2024-10-27,45.0,false,0.10,"0,31",false,evet,hayır,Evet,No,true,2025-Q1
SUP069,ŞAMA YILDIRIM GIDA SAN. TIC. LTD. ŞTI.,  Gıda ve İçecek  ,MANISA,ORTA,2001,,8734540195,315353859.35,"5.525.632,11",50,6.0,"953,92","843,16","759,86",801.54,90332,3140.0,07.07.2020,29/10/2024,45.0,false,0.13,"0,73",HAYIR,Evet,0,hayır,hayır,1,2025-Q4
SUP033,Akça Plastik San. Tic. Ltd. Şti.,Plastik ve Kauçuk,konya,ORTA,1981,163.0,3400504557,"384.995.038,54","44.246.358,52",143,6.0,527.97,533.75,"537,63","505,98",89446,667.0,13-04-20,20.08.2026,90.0,evet,0.07,"0,33",false,1,EVET,,hayır,Hayır,2025-Q3
SUP063,Aksu Eraslan Gıda Tic.,Gıda ve İçecek,Bursa,KÜÇÜK,2016,29.0,8016873396,,7742101.95,18,9.0,137.47,136.24,"132,18",,1358,112.0,11.10.2024,11-11-25,60.0,true,0.37,0.13,0,1,1,true,false,false,2025-Q3
SUP083,Bilge Sakarya Mobilya San. ve Tic. A.S.,  Mobilya  ,GAZIANTEP,ORTA,1985.0,194.0,4968562187,166913253.93,"21.486.345,94",99,17.0,100.83,99.84,"110,02",102.28,47601,8937.0,19-06-22,24/05/2026,60.0,,"0,07",0.32,No,,Yes,,HAYIR,false,2025-Q2
SUP051,İnönü Akçay Mobilya San. ve Tic. A.Ş.,mobilya,Şanlıurfa,Medium,2005,99.0,6977468862,"139.323.185,16","9.940.619,27",143,,916.25,"921,23","801,29","700,04",31170,7323.0,2021-03-04,03/10/2025,45.0,hayır,"0,14",0.30,false,EVET,hayır,true,hayır,,2025-Q3
SUP010,Sezgin Mobilya Holding A.S.,MOBILYA,Konya,Büyük,1998,547.0,1799118380,5335670572.32,165464453.46,229,10.0,"2.669,97","2.607,32",2817.24,3016.81,606882,117143.0,2016-10-20,22-04-26,60.0,1,"0,13","0,37",HAYIR,evet,,Yes,EVET,HAYIR,2025-Q3
SUP008,Dumanlı Zengin Otomotiv Ltd. Şti.,Otomotiv Yan Sanayi,Van,Small,2000.0,20.0,7773602601,50375219.30,"5.592.201,85",26,6.0,97.84,"90,45",104.40,103.28,3276,354.0,30-10-23,28/02/2025,90.0,Hayır,"0,12","0,98",hayır,EVET,HAYIR,,,false,2025-Q2
SUP070,Bilgin Tekstil San. Tic. Ltd. Şti.,  Tekstil  ,  Manisa  ,Orta,1981,135.0,5788728743,"258.209.836,78",35826324.02,62,9.0,1010.25,1053.89,1145.35,,64773,10076.0,09.08.2020,2025-12-11,45.0,No,"0,07",0.52,,evet,false,1,HAYIR,false,2025-Q1
SUP068,Demir Yüksel Kimyasal Ürünler San. ve Tic. A.Ş.,KIMYA,BALIKESIR,büyük,1959,1439.0,1415747331,"5.934.917.818,18","181.663.120,83",262,26.0,1036.77,1165.45,957.24,1231.81,811585,54674.0,01-07-25,2025-08-26,60.0,,"0,08","0,06",Yes,Yes,hayır,evet,true,No,2025-Q3
SUP012,manço bilir kimya ltd. şti.,Kimya,ADANA,küçük,,37.0,3045053310,21773769.46,"5.285.857,70",13,5.0,"138,52","137,85","150,93","144,47",530,141.0,25/06/2022,2025-04-13,60.0,HAYIR,"0,13",,hayır,,Hayır,EVET,Hayır,HAYIR,2025-Q2
SUP031,Alemdar Türk Mobilya Tic.,  Mobilya  ,İstanbul,KÜÇÜK,,32.0,6886753392,"87.762.424,10",7663610.36,38,9.0,327.85,"302,87",312.92,284.08,12183,628.0,2017-08-23,06-03-25,90.0,No,,0.56,No,Yes,No,hayır,false,hayır,2025-Q4
SUP013,Çorlu İnşaat Malzemeleri San. Tic. Ltd. Şti.,İnşaat Malzemeleri,  Şanlıurfa  ,orta,1981.0,147.0,1733754337,936892914.12,"129.750.292,53",111,18.0,"241,72",245.53,"214,50","248,50",118740,6725.0,02.06.2022,28/11/2024,30.0,Hayır,0.05,0.25,false,Evet,,0,HAYIR,Hayır,2025-Q2
SUP011,şafak otomotiv ltd. şti.,otomotiv yan sanayi,Konya,KÜÇÜK,,27.0,5935348749,49436611.57,6982617.16,24,6.0,126.07,"131,56","118,07",119.29,6146,797.0,,2026-03-06,30.0,EVET,"0,21","0,23",No,,false,Evet,No,HAYIR,2025-Q3
SUP069,Şama Yıldırım Gıda San. Tic. Ltd. Şti.,gıda ve i̇çecek,Manisa,Orta,2001,217.0,8734540195,"315.353.859,35",5394808.99,53,8.0,857.98,"878,56",844.22,"817,45",90698,3841.0,2020-07-07,29.10.2024,45.0,hayır,0.14,"0,88",No,true,false,evet,0,No,2025-Q1
SUP024,Arsoy Yapı Ltd. Şti.,İNŞAAT MALZEMELERI,Kocaeli,Küçük,2002,47.0,9941340523,73256944.80,6563940.49,57,24.0,"140,05",130.96,"144,22","151,85",9517,1483.0,24.11.2022,14-01-25,60.0,1,"0,12",,No,HAYIR,HAYIR,Hayır,,false,2025-Q1
SUP038,Zengin Makine İmalat Ltd. Şti.,MAKINE İMALAT,Bursa,küçük,2008,16.0,6850643170,"76.804.211,33",4915088.46,54,15.0,"176,98",177.28,"177,59","187,59",9350,1070.0,28/02/2021,13-04-26,30.0,HAYIR,"0,19",0.71,false,No,false,true,0,Evet,2025-Q1
SUP038,Zengin Makine Imalat Ltd. Sti.,Makine İmalat,Bursa,Küçük,2008,16.0,6850643170,76804211.33,4647199.59,51,15.0,183.34,"190,80","178,29","181,08",8603,906.0,28-02-21,2026-04-13,30.0,0,"0,15",0.51,No,false,HAYIR,Evet,HAYIR,Yes,2025-Q2
SUP068,Demir Yüksel Kimyasal Ürünler San. ve Tic. A.Ş.,Kimya,Balikesir,büyük,1959,1439.0,1415747331,5934917818.18,"170.795.396,59",247,34.0,"1.133,64",1075.57,1098.75,"1.135,46",819142,69752.0,01.07.2025,26/08/2025,60.0,false,0.12,0.05,0,Yes,hayır,Evet,evet,hayır,2025-Q1
SUP017,KISAKÜREK MOBILYA SAN. VE TIC. A.Ş.,Mobilya,bursa,Orta,1982.0,,3788957982,544939452.11,"27.363.878,58",56,26.0,"886,01",727.05,752.48,794.38,116886,8314.0,25.10.2018,2026-08-27,90.0,0,,,Hayır,Hayır,HAYIR,,1,false,2025-Q4
SUP069,Şama Yıldırım Gıda San. Tic. Ltd. Şti.,  Gıda ve İçecek  ,Manisa,Orta,2001,217.0,8734540195,315353859.35,"5.319.188,48",55,7.0,880.21,876.54,836.39,"787,78",95323,3099.0,07/07/2020,29.10.2024,45.0,0,0.12,0.97,false,1,0,HAYIR,false,1,2025-Q2
SUP041,i̇nönü gıda ltd. şti.,GIDA VE İÇECEK,İstanbul,Small,2011.0,31.0,8761565458,66976905.19,10278592.63,13,4.0,"123,34",108.84,"104,54","117,34",2312,139.0,01-02-25,19-11-24,45.0,hayır,,0.27,hayır,evet,false,EVET,hayır,Evet,2025-Q2
SUP062,  Ülker Kauçuk Ltd. Şti.  ,PLASTIK VE KAUÇUK,Adana,Mikro,2010,6.0,6625881534,3369894.07,"436.500,71",20,9.0,"130,74","137,38",129.93,125.44,2592,226.0,31-10-18,18-12-24,90.0,false,"0,15","0,54",false,Evet,HAYIR,Yes,1,Hayır,2025-Q2
SUP026,İhsanoğlu Tarhan Yapı Ltd. Şti.,İnşaat Malzemeleri,Kocaeli,mikro,2021,2.0,3328120679,,,23,3.0,133.17,127.70,"120,48",126.25,5519,1164.0,,,90.0,HAYIR,"0,23",0.33,hayır,true,HAYIR,1,Hayır,hayır,2025-Q3
SUP002,Yaman Korutürk Oto Yedek Parça San. Tic. Ltd. Şti.,OTOMOTIV YAN SANAYI,Kocaeli,orta,1989.0,247.0,5131647525,"862.744.929,71","78.882.989,57",52,22.0,"143,74",163.64,158.74,"153,43",55677,2957.0,2020-11-09,02/03/2025,60.0,Evet,0.03,0.25,false,evet,No,1,hayır,Hayır,2025-Q2
SUP033,Akça Plastik San. Tic. Ltd. Şti.,Plastik ve Kaucuk,Konya,orta,1981,163.0,3400504557,384995038.54,47361290.88,130,5.0,553.45,517.76,"558,15",473.19,94065,516.0,2020-04-13,20.08.2026,90.0,true,0.08,0.27,hayır,EVET,evet,No,,No,2025-Q4
SUP079,Şafak Nakliyat Tic.,LOJISTIK,İSTANBUL,KÜÇÜK,1994,11.0,5899642355,,9829631.64,42,16.0,"148,18",118.99,,,6836,955.0,05-05-18,,45.0,false,"0,11","0,52",HAYIR,Evet,HAYIR,true,,Hayır,2025-Q3
SUP034,Şensoy Soylu Mobilya Tic.,Mobilya,Balıkesir,Küçük,2014.0,28.0,9217594648,25756241.96,5013092.01,44,12.0,"98,26",87.44,76.27,"92,91",16369,2619.0,2022-01-17,22.02.2025,,Hayır,"0,13",0.12,false,1,0,true,HAYIR,Hayır,2025-Q4
SUP073,Şama Elektronik San. Tic. Ltd. Şti.,Elektronik,Gaziantep,Medium,2003,79.0,4971870724,"636.233.018,98","75.713.798,93",140,0.0,780.89,"671,65",715.75,716.87,44594,8350.0,2017-03-24,09.07.2026,90.0,HAYIR,"0,13","0,40",0,1,false,Yes,evet,hayır,2025-Q2
SUP004,  Şafak Türk Lojistik Ltd. Şti.  ,LOJISTIK,Mersin,KÜÇÜK,1989.0,34.0,7978480182,48559044.46,7612198.95,46,17.0,307.99,"311,17",270.95,"275,79",4763,904.0,2018-03-04,12.12.2025,60.0,HAYIR,0.34,0.60,No,evet,1,false,,true,2025-Q4
SUP084,Akar Oto Yedek Parça Tic.,Otomotiv Yan Sanayi,Adana,Small,2009.0,15.0,5811426261,95937255.72,11063270.32,32,3.0,"343,78","343,42",339.31,321.57,10654,831.0,2020-12-03,05-02-25,60.0,0,"0,20",0.29,HAYIR,Hayır,0,evet,No,false,2025-Q2
SUP064,Tevetoğlu Şafak Mobilya Tic.,Mobilya,Ankara,küçük,2009,,8849912163,,13708610.07,45,11.0,184.53,204.12,"191,40","197,95",11569,1201.0,2025-09-01,19/07/2026,60.0,hayır,,1.10,No,1,No,EVET,Hayır,Hayır,2025-Q3
SUP047,  Akgündüz İçecek Tic.  ,Gıda ve İçecek,Ankara,Micro,2015,8.0,5490581475,7842056.85,1478166.29,30,6.0,38.62,"38,28",35.87,"39,87",821,150.0,22-08-18,,90.0,EVET,0.09,,HAYIR,true,No,Yes,,Hayır,2025-Q4
SUP002,Yaman Korutürk Oto Yedek Parça San. Tic. Ltd. Şti.,OTOMOTIV YAN SANAYI,kocaeli,Orta,1989,247.0,5131647525,"862.744.929,71","88.388.510,61",59,22.0,137.19,180.27,"177,31","141,56",52448,3185.0,09.11.2020,02-03-25,60.0,EVET,0.05,0.22,hayır,EVET,hayır,Evet,HAYIR,No,2025-Q4
SUP045,Eraslan Mobilya Tic.,mobilya,kahramanmaraş,Küçük,,37.0,1715969661,"95.079.167,85",20748762.22,14,3.0,,"87,81","94,86","103,56",613,21.0,27/08/2024,25/10/2025,60.0,Evet,0.09,"0,25",false,Yes,true,,Hayır,hayır,2025-Q2
SUP039,zengin gülen mobilya san. tic. ltd. şti.,Mobilya,Manisa,ORTA,1975.0,,3284210201,319212007.45,"8.819.618,34",42,10.0,"1.005,78","1.048,83",1051.79,1128.98,16629,54.0,2023-12-25,08-08-26,60.0,HAYIR,0.05,0.38,0,0,Hayır,Yes,false,,2025-Q1
SUP001,KORUTÜRK ASLAN İPLIK SAN. TIC. LTD. ŞTI.,Tekstil,Trabzon,Orta,,,4794026545,225584135.67,5675065.75,138,34.0,"334,80","284,23","373,67",270.45,55200,,02.08.2018,,45.0,,"0,02","0,30",Hayır,false,Hayır,0,,Evet,2025-Q4
SUP069,Şama Yıldırım Gıda San. Tic. Ltd. Şti.,GIDA VE İÇECEK,Manisa,Medium,2001,217.0,8734540595,315353859.35,"5.812.009,92",54,8.0,930.90,818.57,"782,92","819,60",97031,2919.0,07-07-20,2024-10-29,45.0,hayır,0.11,"0,76",hayır,EVET,No,0,No,true,2025-Q3
SUP006,Tevetoğlu Otomotiv Tic.,Otomotiv Yan Sanayi,Eskişehir,KÜÇÜK,2008.0,38.0,9713315090,21555231.80,"3.056.851,87",52,22.0,"309,93","361,42","317,21","360,56",9445,1163.0,25/08/2020,,45.0,Hayır,0.15,0.63,Hayır,true,false,true,EVET,No,2025-Q3
SUP028,ERTAŞ KISAKÜREK TAŞIMACILIK HOLDING A.Ş.,Lojistik,İzmir,Large,1986,414.0,3787429673,"5.186.256.634,29",344992461.99,378,95.0,"2.166,14","2.124,89",2302.62,"2.093,47",576226,133039.0,09-11-20,,30.0,,0.11,"0,75",Hayır,,hayır,EVET,No,false,2025-Q2
SUP020,Ülker Bilgin Kauçuk Tic.,Plastik ve Kauçuk,kocaeli,KÜÇÜK,1986.0,44.0,1531003305,22212953.85,"3.071.516,97",10,6.0,,237.70,"262,26","228,42",1943,139.0,2017-11-16,2024-10-15,45.0,0,"0,25",0.44,Evet,EVET,false,Evet,Hayır,Hayır,2025-Q4
SUP058,Yorulmaz Çelik San. ve Tic. A.Ş.,metal ve çelik,Denizli,Medium,1976,,3786814479,"129.146.791,58",4010689.95,75,21.0,1139.37,1296.79,1087.73,"1.025,31",62589,4648.0,03/12/2021,14-03-25,,hayır,"0,13",0.41,hayır,true,Hayır,Hayır,true,false,2025-Q3
SUP033,Akça Plastik San. Tic. Ltd. Şti.,PLASTIK VE KAUÇUK,,orta,1981,163.0,3400404557,384995038.54,"44.211.909,94",137,8.0,"508,40","542,23","561,50",529.95,83380,857.0,13-04-20,,90.0,1,"0,08",0.28,HAYIR,EVET,Evet,0,false,,2025-Q2
SUP064,Tevetoğlu Şafak Mobilya Tic.,  Mobilya  ,Ankara,KÜÇÜK,2009.0,42.0,8849912163,"58.302.167,44",14063773.90,45,9.0,"174,53","215,01","176,78",183.48,11739,998.0,01-09-25,19.07.2026,60.0,No,"0,21","1,15",hayır,true,0,EVET,HAYIR,hayır,2025-Q4
SUP073,şama elektronik san. tic. ltd. şti.,Elektronik,Gaziantep,orta,2003,79.0,4971870724,636233018.98,"77.636.343,42",121,0.0,"765,25",765.23,694.88,"653,68",43087,8506.0,2017-03-24,,90.0,HAYIR,,0.34,0,true,HAYIR,EVET,true,false,2025-Q4
